,portfolio,date
774,23234.516053331092,2020-01-31
775,23253.046107643702,2020-02-03
776,23795.356407663265,2020-02-04
777,24045.314001855473,2020-02-05
778,24131.064479249304,2020-02-06
779,23815.00834007902,2020-02-07
780,23966.451701444923,2020-02-10
781,23975.453206925013,2020-02-11
782,24325.108689389035,2020-02-12
783,24227.89733986226,2020-02-13
784,24217.46190602905,2020-02-14
785,23953.90032354171,2020-02-18
786,24192.955010066402,2020-02-19
787,24025.384759966946,2020-02-20
788,23678.31430909233,2020-02-21
789,22746.38955817006,2020-02-24
790,21959.856113170365,2020-02-25
791,22032.029388748204,2020-02-26
792,20901.11479715531,2020-02-27
793,20755.697081715705,2020-02-28
794,21992.44442283061,2020-03-02
795,21272.38085786729,2020-03-03
796,22110.88238057195,2020-03-04
797,21284.49357990177,2020-03-05
798,20935.607880330455,2020-03-06
799,18797.311671755804,2020-03-09
800,19832.49983477952,2020-03-10
801,18622.39405293779,2020-03-11
802,16722.575285078932,2020-03-12
803,18326.13011222694,2020-03-13
804,15651.405965807739,2020-03-16
805,16495.558930780957,2020-03-17
806,15614.691260736483,2020-03-18
807,16009.32285241033,2020-03-19
808,15585.215957357977,2020-03-20
809,15305.894832730795,2020-03-23
810,17111.88956548589,2020-03-24
811,16946.72061795638,2020-03-25
812,17910.473466919022,2020-03-26
813,16916.32234343167,2020-03-27
814,17426.752616563655,2020-03-30
815,17103.613800326137,2020-03-31
816,16108.348502965779,2020-04-01
817,16525.275951551466,2020-04-02
818,16388.77724211575,2020-04-03
819,17799.36452959061,2020-04-06
