,portfolio,date
752,17923.502317281498,2019-12-30
753,18008.05436500277,2019-12-31
754,18348.381782615503,2020-01-02
755,18158.22523481086,2020-01-03
756,18240.306872023677,2020-01-06
757,18162.604014960292,2020-01-07
758,18415.84545448405,2020-01-08
759,18753.5837504158,2020-01-09
760,18712.520752785196,2020-01-10
761,19006.04921883351,2020-01-13
762,18858.680654413558,2020-01-14
763,18808.347349125685,2020-01-15
764,19009.14876821049,2020-01-16
765,19166.77123771619,2020-01-17
766,19074.346974603654,2020-01-21
767,19125.06597527662,2020-01-22
768,19200.384449940582,2020-01-23
769,19126.550936378055,2020-01-24
770,18711.453368139693,2020-01-27
771,19072.44969615212,2020-01-28
772,19299.207979935203,2020-01-29
773,19347.845076993224,2020-01-30
774,18691.677805685555,2020-01-31
775,18737.21351246522,2020-02-03
776,19188.526161113896,2020-02-04
777,19407.822406547715,2020-02-05
778,19518.460809921973,2020-02-06
779,19255.917518181017,2020-02-07
780,19375.13042214282,2020-02-10
781,19347.76564786724,2020-02-11
782,19675.466648426314,2020-02-12
783,19575.567769242967,2020-02-13
784,19579.76760325505,2020-02-14
785,19294.20126735325,2020-02-18
786,19500.514685427992,2020-02-19
787,19384.709186551314,2020-02-20
788,19078.553175667243,2020-02-21
789,18271.0186704504,2020-02-24
790,17626.31654755596,2020-02-25
791,17830.584917622695,2020-02-26
792,16794.855490456117,2020-02-27
793,16750.735941381623,2020-02-28
794,17908.957485869196,2020-03-02
795,17340.89474619472,2020-03-03
796,18090.13735730466,2020-03-04
797,17499.88724721975,2020-03-05
798,17272.223275332046,2020-03-06
799,15663.56245536324,2020-03-09
800,16569.34623920733,2020-03-10
801,15765.54461997797,2020-03-11
802,14102.573126834854,2020-03-12
803,15741.889545893999,2020-03-13
804,13855.413065813482,2020-03-16
805,14614.287027682929,2020-03-17
806,13927.550051331797,2020-03-18
807,13855.286723460778,2020-03-19
808,13087.70883536767,2020-03-20
809,12969.413734360996,2020-03-23
810,14611.278943488709,2020-03-24
811,15270.708970437267,2020-03-25
812,16103.191273017052,2020-03-26
813,15345.141782153065,2020-03-27
814,15611.115126929348,2020-03-30
815,15481.042582965918,2020-03-31
816,14490.017727531043,2020-04-01
817,14677.455879888597,2020-04-02
818,14460.58111174787,2020-04-03
819,15873.029850398956,2020-04-06
820,15904.549361930218,2020-04-07
821,16527.098231531872,2020-04-08
822,16753.869472018803,2020-04-09
823,16692.950498306327,2020-04-13
824,17153.42754839296,2020-04-14
825,16725.76215334971,2020-04-15
826,16709.81864557267,2020-04-16
827,17047.693253366942,2020-04-17
828,16634.843967649747,2020-04-20
829,16117.910057452224,2020-04-21
830,16441.377506446916,2020-04-22
831,16467.67171758051,2020-04-23
832,16788.46358133184,2020-04-24
833,16973.678549107928,2020-04-27
834,17022.116331722667,2020-04-28
835,17779.247948588978,2020-04-29
836,17697.291216285626,2020-04-30
837,17257.329646360256,2020-05-01
838,17305.804265712984,2020-05-04
839,17528.59473568473,2020-05-05
840,17465.689584220912,2020-05-06
841,17679.749803285304,2020-05-07
842,18114.1879749894,2020-05-08
843,18159.34799715437,2020-05-11
844,17839.127457893475,2020-05-12
845,17406.1267646799,2020-05-13
846,17823.774396082204,2020-05-14
847,17710.768052170362,2020-05-15
848,18383.509830147173,2020-05-18
849,18140.168165191833,2020-05-19
850,18548.188184726,2020-05-20
851,18441.775426187032,2020-05-21
852,18495.081205667528,2020-05-22
853,18671.50097887878,2020-05-26
